base_word,animacy,case,plurality,inflection
ülke,NHUM,GEN,PL,['ülkelerin']
yatak,NHUM,NOM,SG,['yatak']
yatak,NHUM,NOM,PL,['yataklar']
yatak,NHUM,DAT,SG,['yatağa']
yatak,NHUM,DAT,PL,['yataklara']
yatak,NHUM,ACC,SG,['yatağı']
yatak,NHUM,ACC,PL,['yatakları']
yatak,NHUM,ABL,SG,['yataktan']
yatak,NHUM,ABL,PL,['yataklardan']
yatak,NHUM,LOC,SG,['yatakta']
yatak,NHUM,LOC,PL,['yataklarda']
yatak,NHUM,GEN,SG,['yatağın']
yatak,NHUM,GEN,PL,['yatakların']
fırın,NHUM,NOM,SG,['fırın']
fırın,NHUM,NOM,PL,['fırınlar']
fırın,NHUM,DAT,SG,['fırına']
fırın,NHUM,DAT,PL,['fırınlara']
fırın,NHUM,ACC,SG,['fırını']
fırın,NHUM,ACC,PL,['fırınları']
fırın,NHUM,ABL,SG,['fırından']
fırın,NHUM,ABL,PL,['fırınlardan']
fırın,NHUM,LOC,SG,['fırında']
fırın,NHUM,LOC,PL,['fırınlarda']
fırın,NHUM,GEN,SG,['fırının']
fırın,NHUM,GEN,PL,['fırınların']
otobüs,NHUM,NOM,SG,['otobüs']
otobüs,NHUM,NOM,PL,['otobüsler']
otobüs,NHUM,DAT,SG,['otobüse']
otobüs,NHUM,DAT,PL,['otobüslere']
otobüs,NHUM,ACC,SG,['otobüsü']
otobüs,NHUM,ACC,PL,['otobüsleri']
otobüs,NHUM,ABL,SG,['otobüsten']
otobüs,NHUM,ABL,PL,['otobüslerden']
otobüs,NHUM,LOC,SG,['otobüste']
otobüs,NHUM,LOC,PL,['otobüslerde']
otobüs,NHUM,GEN,SG,['otobüsün']
otobüs,NHUM,GEN,PL,['otobüslerin']
avize,NHUM,NOM,SG,['avize']
avize,NHUM,NOM,PL,['avizeler']
avize,NHUM,DAT,SG,['avizeye']
avize,NHUM,DAT,PL,['avizelere']
avize,NHUM,ACC,SG,['avizeyi']
avize,NHUM,ACC,PL,['avizeleri']
avize,NHUM,ABL,SG,['avizeden']
avize,NHUM,ABL,PL,['avizelerden']
avize,NHUM,LOC,SG,['avizede']
avize,NHUM,LOC,PL,['avizelerde']
avize,NHUM,GEN,SG,['avizenin']
avize,NHUM,GEN,PL,['avizelerin']
kutu,NHUM,NOM,SG,['kutu']
kutu,NHUM,NOM,PL,['kutular']
kutu,NHUM,DAT,SG,['kutuya']
kutu,NHUM,DAT,PL,['kutulara']
kutu,NHUM,ACC,SG,['kutuyu']
kutu,NHUM,ACC,PL,['kutuları']
kutu,NHUM,ABL,SG,['kutudan']
kutu,NHUM,ABL,PL,['kutulardan']
kutu,NHUM,LOC,SG,['kutuda']
kutu,NHUM,LOC,PL,['kutularda']
kutu,NHUM,GEN,SG,['kutunun']
kutu,NHUM,GEN,PL,['kutuların']
hastane,NHUM,NOM,SG,['hastane']
hastane,NHUM,NOM,PL,['hastaneler']
hastane,NHUM,DAT,SG,['hastaneye']
hastane,NHUM,DAT,PL,['hastanelere']
hastane,NHUM,ACC,SG,['hastaneyi']
hastane,NHUM,ACC,PL,['hastaneleri']
hastane,NHUM,ABL,SG,['hastaneden']
hastane,NHUM,ABL,PL,['hastanelerden']
hastane,NHUM,LOC,SG,['hastanede']
hastane,NHUM,LOC,PL,['hastanelerde']
hastane,NHUM,GEN,SG,['hastanenin']
hastane,NHUM,GEN,PL,['hastanelerin']
yıldız,NHUM,NOM,SG,['yıldız']
yıldız,NHUM,NOM,PL,['yıldızlar']
yıldız,NHUM,DAT,SG,['yıldıza']
yıldız,NHUM,DAT,PL,['yıldızlara']
yıldız,NHUM,ACC,SG,['yıldızı']
yıldız,NHUM,ACC,PL,['yıldızları']
yıldız,NHUM,ABL,SG,['yıldızdan']
yıldız,NHUM,ABL,PL,['yıldızlardan']
yıldız,NHUM,LOC,SG,['yıldızda']
yıldız,NHUM,LOC,PL,['yıldızlarda']
yıldız,NHUM,GEN,SG,['yıldızın']
yıldız,NHUM,GEN,PL,['yıldızların']
sandalye,NHUM,NOM,SG,['sandalye']
sandalye,NHUM,NOM,PL,['sandalyeler']
sandalye,NHUM,DAT,SG,['sandalyeye']
sandalye,NHUM,DAT,PL,['sandalyelere']
sandalye,NHUM,ACC,SG,['sandalyeyi']
sandalye,NHUM,ACC,PL,['sandalyeleri']
sandalye,NHUM,ABL,SG,['sandalyeden']
sandalye,NHUM,ABL,PL,['sandalyelerden']
sandalye,NHUM,LOC,SG,['sandalyede']
sandalye,NHUM,LOC,PL,['sandalyelerde']
sandalye,NHUM,GEN,SG,['sandalyenin']
sandalye,NHUM,GEN,PL,['sandalyelerin']
pencere,NHUM,NOM,SG,['pencere']
pencere,NHUM,NOM,PL,['pencereler']
pencere,NHUM,DAT,SG,['pencereye']
pencere,NHUM,DAT,PL,['pencerelere']
pencere,NHUM,ACC,SG,['pencereyi']
pencere,NHUM,ACC,PL,['pencereleri']
pencere,NHUM,ABL,SG,['pencereden']
pencere,NHUM,ABL,PL,['pencerelerden']
pencere,NHUM,LOC,SG,['pencerede']
pencere,NHUM,LOC,PL,['pencerelerde']
pencere,NHUM,GEN,SG,['pencerenin']
pencere,NHUM,GEN,PL,['pencerelerin']
top,NHUM,NOM,SG,['top']
top,NHUM,NOM,PL,['toplar']
top,NHUM,DAT,SG,['topa']
top,NHUM,DAT,PL,['toplara']
top,NHUM,ACC,SG,['topu']
top,NHUM,ACC,PL,['topları']
top,NHUM,ABL,SG,['toptan']
top,NHUM,ABL,PL,['toplardan']
top,NHUM,LOC,SG,['topta']
top,NHUM,LOC,PL,['toplarda']
top,NHUM,GEN,SG,['topun']
top,NHUM,GEN,PL,['topların']
aygıt,NHUM,NOM,SG,['aygıt']
aygıt,NHUM,NOM,PL,['aygıtlar']
aygıt,NHUM,DAT,SG,['aygıta']
aygıt,NHUM,DAT,PL,['aygıtlara']
aygıt,NHUM,ACC,SG,['aygıtı']
aygıt,NHUM,ACC,PL,['aygıtları']
aygıt,NHUM,ABL,SG,['aygıttan']
aygıt,NHUM,ABL,PL,['aygıtlardan']
aygıt,NHUM,LOC,SG,['aygıtta']
aygıt,NHUM,LOC,PL,['aygıtlarda']
aygıt,NHUM,GEN,SG,['aygıtın']
aygıt,NHUM,GEN,PL,['aygıtların']
dağ,NHUM,NOM,SG,['dağ']
dağ,NHUM,NOM,PL,['dağlar']
dağ,NHUM,DAT,SG,['dağa']
dağ,NHUM,DAT,PL,['dağlara']
dağ,NHUM,ACC,SG,['dağı']
dağ,NHUM,ACC,PL,['dağları']
dağ,NHUM,ABL,SG,['dağdan']
dağ,NHUM,ABL,PL,['dağlardan']
dağ,NHUM,LOC,SG,['dağda']
dağ,NHUM,LOC,PL,['dağlarda']
dağ,NHUM,GEN,SG,['dağın']
dağ,NHUM,GEN,PL,['dağların']
