base_word,animacy,case,plurality,inflection
kardeş,HUM,DAT,SG,['kardeşe']
kardeş,HUM,DAT,PL,['kardeşlere']
kardeş,HUM,ACC,SG,['kardeşi']
kardeş,HUM,ACC,PL,['kardeşleri']
kardeş,HUM,ABL,SG,['kardeşten']
kardeş,HUM,ABL,PL,['kardeşlerden']
kardeş,HUM,LOC,SG,['kardeşte']
kardeş,HUM,LOC,PL,['kardeşlerde']
kardeş,HUM,GEN,SG,['kardeşin']
kardeş,HUM,GEN,PL,['kardeşlerin']
bakan,HUM,NOM,SG,['bakan']
bakan,HUM,NOM,PL,['bakanlar']
bakan,HUM,DAT,SG,['bakana']
bakan,HUM,DAT,PL,['bakanlara']
bakan,HUM,ACC,SG,['bakanı']
bakan,HUM,ACC,PL,['bakanları']
bakan,HUM,ABL,SG,['bakandan']
bakan,HUM,ABL,PL,['bakanlardan']
bakan,HUM,LOC,SG,['bakanda']
bakan,HUM,LOC,PL,['bakanlarda']
bakan,HUM,GEN,SG,['bakanın']
bakan,HUM,GEN,PL,['bakanların']
oyuncu,HUM,NOM,SG,['oyuncu']
oyuncu,HUM,NOM,PL,['oyuncular']
oyuncu,HUM,DAT,SG,['oyuncuya']
oyuncu,HUM,DAT,PL,['oyunculara']
oyuncu,HUM,ACC,SG,['oyuncuyu']
oyuncu,HUM,ACC,PL,['oyuncuları']
oyuncu,HUM,ABL,SG,['oyuncudan']
oyuncu,HUM,ABL,PL,['oyunculardan']
oyuncu,HUM,LOC,SG,['oyuncuda']
oyuncu,HUM,LOC,PL,['oyuncularda']
oyuncu,HUM,GEN,SG,['oyuncunun']
oyuncu,HUM,GEN,PL,['oyuncuların']
temsilci,HUM,NOM,SG,['temsilci']
temsilci,HUM,NOM,PL,['temsilciler']
temsilci,HUM,DAT,SG,['temsilciye']
temsilci,HUM,DAT,PL,['temsilcilere']
temsilci,HUM,ACC,SG,['temsilciyi']
temsilci,HUM,ACC,PL,['temsilcileri']
temsilci,HUM,ABL,SG,['temsilciden']
temsilci,HUM,ABL,PL,['temsilcilerden']
temsilci,HUM,LOC,SG,['temsilcide']
temsilci,HUM,LOC,PL,['temsilcilerde']
temsilci,HUM,GEN,SG,['temsilcinin']
temsilci,HUM,GEN,PL,['temsilcilerin']
blogcu,HUM,NOM,SG,['blogcu']
blogcu,HUM,NOM,PL,['blogcular']
blogcu,HUM,DAT,SG,['blogcuya']
blogcu,HUM,DAT,PL,['blogculara']
blogcu,HUM,ACC,SG,['blogcuyu']
blogcu,HUM,ACC,PL,['blogcuları']
blogcu,HUM,ABL,SG,['blogcudan']
blogcu,HUM,ABL,PL,['blogculardan']
blogcu,HUM,LOC,SG,['blogcuda']
blogcu,HUM,LOC,PL,['blogcularda']
blogcu,HUM,GEN,SG,['blogcunun']
blogcu,HUM,GEN,PL,['blogcuların']
mühendis,HUM,NOM,SG,['mühendis']
mühendis,HUM,NOM,PL,['mühendisler']
mühendis,HUM,DAT,SG,['mühendise']
mühendis,HUM,DAT,PL,['mühendislere']
mühendis,HUM,ACC,SG,['mühendisi']
mühendis,HUM,ACC,PL,['mühendisleri']
mühendis,HUM,ABL,SG,['mühendisten']
mühendis,HUM,ABL,PL,['mühendislerden']
mühendis,HUM,LOC,SG,['mühendiste']
mühendis,HUM,LOC,PL,['mühendislerde']
mühendis,HUM,GEN,SG,['mühendisin']
mühendis,HUM,GEN,PL,['mühendislerin']
dülger,HUM,NOM,SG,['dülger']
dülger,HUM,NOM,PL,['dülgerler']
dülger,HUM,DAT,SG,['dülgere']
dülger,HUM,DAT,PL,['dülgerlere']
dülger,HUM,ACC,SG,['dülgeri']
dülger,HUM,ACC,PL,['dülgerleri']
dülger,HUM,ABL,SG,['dülgerden']
dülger,HUM,ABL,PL,['dülgerlerden']
dülger,HUM,LOC,SG,['dülgerde']
dülger,HUM,LOC,PL,['dülgerlerde']
dülger,HUM,GEN,SG,['dülgerin']
dülger,HUM,GEN,PL,['dülgerlerin']
tenisçi,HUM,NOM,SG,['tenisçi']
tenisçi,HUM,NOM,PL,['tenisçiler']
tenisçi,HUM,DAT,SG,['tenisçiye']
tenisçi,HUM,DAT,PL,['tenisçilere']
tenisçi,HUM,ACC,SG,['tenisçiyi']
tenisçi,HUM,ACC,PL,['tenisçileri']
tenisçi,HUM,ABL,SG,['tenisçiden']
tenisçi,HUM,ABL,PL,['tenisçilerden']
tenisçi,HUM,LOC,SG,['tenisçide']
tenisçi,HUM,LOC,PL,['tenisçilerde']
tenisçi,HUM,GEN,SG,['tenisçinin']
tenisçi,HUM,GEN,PL,['tenisçilerin']
avukat,HUM,NOM,SG,['avukat']
avukat,HUM,NOM,PL,['avukatlar']
avukat,HUM,DAT,SG,['avukata']
avukat,HUM,DAT,PL,['avukatlara']
avukat,HUM,ACC,SG,['avukatı']
avukat,HUM,ACC,PL,['avukatları']
avukat,HUM,ABL,SG,['avukattan']
avukat,HUM,ABL,PL,['avukatlardan']
avukat,HUM,LOC,SG,['avukatta']
avukat,HUM,LOC,PL,['avukatlarda']
avukat,HUM,GEN,SG,['avukatın']
avukat,HUM,GEN,PL,['avukatların']
