base_word,animacy,case,plurality,inflection
mahtava,HUM,PRT,SG,['mahtavaa']
mahtava,HUM,PRT,PL,['mahtavia']
mahtava,HUM,FRML,SG,['mahtavana']
mahtava,HUM,FRML,PL,['mahtavina']
mahtava,HUM,TRANS,SG,['mahtavaksi']
mahtava,HUM,TRANS,PL,['mahtaviksi']
ammattilainen,HUM,NOM,SG,['ammattilainen']
ammattilainen,HUM,NOM,PL,['ammattilaiset']
ammattilainen,HUM,ACC,SG,['ammattilainen']
ammattilainen,HUM,ACC,PL,['ammattilaiset']
ammattilainen,HUM,GEN,SG,['ammattilaisen']
ammattilainen,HUM,GEN,PL,['ammattilaisten']
ammattilainen,HUM,PRT,SG,['ammattilaista']
ammattilainen,HUM,PRT,PL,['ammattilaisia']
ammattilainen,HUM,FRML,SG,['ammattilaisena']
ammattilainen,HUM,FRML,PL,['ammattilaisina']
ammattilainen,HUM,TRANS,SG,['ammattilaiseksi']
ammattilainen,HUM,TRANS,PL,['ammattilaisiksi']
rikas,HUM,NOM,SG,['rikas']
rikas,HUM,NOM,PL,['rikkaat']
rikas,HUM,ACC,SG,['rikas']
rikas,HUM,ACC,PL,['rikkaat']
rikas,HUM,GEN,SG,['rikkaan']
rikas,HUM,GEN,PL,['rikkaiden']
rikas,HUM,PRT,SG,['rikasta']
rikas,HUM,PRT,PL,['rikkaita']
rikas,HUM,FRML,SG,['rikkaana']
rikas,HUM,FRML,PL,['rikkaina']
rikas,HUM,TRANS,SG,['rikkaaksi']
rikas,HUM,TRANS,PL,['rikkaiksi']
vaatimaton,HUM,NOM,SG,['vaatimaton']
vaatimaton,HUM,NOM,PL,['vaatimattomat']
vaatimaton,HUM,ACC,SG,['vaatimaton']
vaatimaton,HUM,ACC,PL,['vaatimattomat']
vaatimaton,HUM,GEN,SG,['vaatimattoman']
vaatimaton,HUM,GEN,PL,['vaatimattomien']
vaatimaton,HUM,PRT,SG,['vaatimatonta']
vaatimaton,HUM,PRT,PL,['vaatimattomia']
vaatimaton,HUM,FRML,SG,['vaatimattomana']
vaatimaton,HUM,FRML,PL,['vaatimattomina']
vaatimaton,HUM,TRANS,SG,['vaatimattomaksi']
vaatimaton,HUM,TRANS,PL,['vaatimattomiksi']
köyhä,HUM,NOM,SG,['köyhä']
köyhä,HUM,NOM,PL,['köyhät']
köyhä,HUM,ACC,SG,['köyhä']
köyhä,HUM,ACC,PL,['köyhät']
köyhä,HUM,GEN,SG,['köyhän']
köyhä,HUM,GEN,PL,['köyhien']
köyhä,HUM,PRT,SG,['köyhää']
köyhä,HUM,PRT,PL,['köyhiä']
köyhä,HUM,FRML,SG,['köyhänä']
köyhä,HUM,FRML,PL,['köyhinä']
köyhä,HUM,TRANS,SG,['köyhäksi']
köyhä,HUM,TRANS,PL,['köyhiksi']
uusi,NHUM,NOM,SG,['uusi']
uusi,NHUM,NOM,PL,['uudet']
uusi,NHUM,ACC,SG,['uusi']
uusi,NHUM,ACC,PL,['uudet']
uusi,NHUM,GEN,SG,['uuden']
uusi,NHUM,GEN,PL,['uusien']
uusi,NHUM,PRT,SG,['uutta']
uusi,NHUM,PRT,PL,['uusia']
uusi,NHUM,FRML,SG,['uutena']
uusi,NHUM,FRML,PL,['uusina']
uusi,NHUM,TRANS,SG,['uudeksi']
uusi,NHUM,TRANS,PL,['uusiksi']
suuri,NHUM,NOM,SG,['suuri']
suuri,NHUM,NOM,PL,['suuret']
suuri,NHUM,ACC,SG,['suuri']
suuri,NHUM,ACC,PL,['suuret']
suuri,NHUM,GEN,SG,['suuren']
suuri,NHUM,GEN,PL,['suurten']
suuri,NHUM,PRT,SG,['suurta']
suuri,NHUM,PRT,PL,['suuria']
suuri,NHUM,FRML,SG,['suurena']
suuri,NHUM,FRML,PL,['suurina']
suuri,NHUM,TRANS,SG,['suureksi']
suuri,NHUM,TRANS,PL,['suuriksi']
pieni,NHUM,NOM,SG,['pieni']
pieni,NHUM,NOM,PL,['pienet']
pieni,NHUM,ACC,SG,['pieni']
pieni,NHUM,ACC,PL,['pienet']
pieni,NHUM,GEN,SG,['pienen']
pieni,NHUM,GEN,PL,['pienten']
pieni,NHUM,PRT,SG,['pientä']
pieni,NHUM,PRT,PL,['pieniä']
pieni,NHUM,FRML,SG,['pienenä']
pieni,NHUM,FRML,PL,['pieninä']
pieni,NHUM,TRANS,SG,['pieneksi']
pieni,NHUM,TRANS,PL,['pieniksi']
kaunis,NHUM,NOM,SG,['kaunis']
kaunis,NHUM,NOM,PL,['kauniit']
kaunis,NHUM,ACC,SG,['kaunis']
kaunis,NHUM,ACC,PL,['kauniit']
kaunis,NHUM,GEN,SG,['kauniin']
kaunis,NHUM,GEN,PL,['kauniiden']
kaunis,NHUM,PRT,SG,['kaunista']
kaunis,NHUM,PRT,PL,['kauniita']
kaunis,NHUM,FRML,SG,['kauniina']
kaunis,NHUM,FRML,PL,['kauniina']
kaunis,NHUM,TRANS,SG,['kauniiksi']
kaunis,NHUM,TRANS,PL,['kauniiksi']
vanha,NHUM,NOM,SG,['vanha']
vanha,NHUM,NOM,PL,['vanhat']
vanha,NHUM,ACC,SG,['vanha']
vanha,NHUM,ACC,PL,['vanhat']
vanha,NHUM,GEN,SG,['vanhan']
vanha,NHUM,GEN,PL,['vanhojen']
vanha,NHUM,PRT,SG,['vanhaa']
vanha,NHUM,PRT,PL,['vanhoja']
vanha,NHUM,FRML,SG,['vanhana']
vanha,NHUM,FRML,PL,['vanhoina']
vanha,NHUM,TRANS,SG,['vanhaksi']
vanha,NHUM,TRANS,PL,['vanhoiksi']
tärkeä,NHUM,NOM,SG,['tärkeä']
tärkeä,NHUM,NOM,PL,['tärkeät']
tärkeä,NHUM,ACC,SG,['tärkeä']
tärkeä,NHUM,ACC,PL,['tärkeät']
tärkeä,NHUM,GEN,SG,['tärkeän']
tärkeä,NHUM,GEN,PL,['tärkeiden']
tärkeä,NHUM,PRT,SG,['tärkeää']
tärkeä,NHUM,PRT,PL,['tärkeitä']
tärkeä,NHUM,FRML,SG,['tärkeänä']
tärkeä,NHUM,FRML,PL,['tärkeinä']
tärkeä,NHUM,TRANS,SG,['tärkeäksi']
tärkeä,NHUM,TRANS,PL,['tärkeiksi']
luja,NHUM,NOM,SG,['luja']
luja,NHUM,NOM,PL,['lujat']
luja,NHUM,ACC,SG,['luja']
luja,NHUM,ACC,PL,['lujat']
luja,NHUM,GEN,SG,['lujan']
luja,NHUM,GEN,PL,['lujien']
luja,NHUM,PRT,SG,['lujaa']
luja,NHUM,PRT,PL,['lujia']
luja,NHUM,FRML,SG,['lujana']
luja,NHUM,FRML,PL,['lujina']
luja,NHUM,TRANS,SG,['lujaksi']
luja,NHUM,TRANS,PL,['lujiksi']
mahtava,NHUM,NOM,SG,['mahtava']
mahtava,NHUM,NOM,PL,['mahtavat']
mahtava,NHUM,ACC,SG,['mahtava']
mahtava,NHUM,ACC,PL,['mahtavat']
mahtava,NHUM,GEN,SG,['mahtavan']
mahtava,NHUM,GEN,PL,['mahtavien']
mahtava,NHUM,PRT,SG,['mahtavaa']
mahtava,NHUM,PRT,PL,['mahtavia']
mahtava,NHUM,FRML,SG,['mahtavana']
mahtava,NHUM,FRML,PL,['mahtavina']
mahtava,NHUM,TRANS,SG,['mahtavaksi']
mahtava,NHUM,TRANS,PL,['mahtaviksi']
hurmaava,NHUM,NOM,SG,['hurmaava']
hurmaava,NHUM,NOM,PL,['hurmaavat']
hurmaava,NHUM,ACC,SG,['hurmaava']
hurmaava,NHUM,ACC,PL,['hurmaavat']
hurmaava,NHUM,GEN,SG,['hurmaavan']
hurmaava,NHUM,GEN,PL,['hurmaavien']
hurmaava,NHUM,PRT,SG,['hurmaavaa']
hurmaava,NHUM,PRT,PL,['hurmaavia']
hurmaava,NHUM,FRML,SG,['hurmaavana']
hurmaava,NHUM,FRML,PL,['hurmaavina']
hurmaava,NHUM,TRANS,SG,['hurmaavaksi']
hurmaava,NHUM,TRANS,PL,['hurmaaviksi']
arvokas,NHUM,NOM,SG,['arvokas']
arvokas,NHUM,NOM,PL,['arvokkaat']
arvokas,NHUM,ACC,SG,['arvokas']
arvokas,NHUM,ACC,PL,['arvokkaat']
arvokas,NHUM,GEN,SG,['arvokkaan']
arvokas,NHUM,GEN,PL,['arvokkaiden']
arvokas,NHUM,PRT,SG,['arvokasta']
arvokas,NHUM,PRT,PL,['arvokkaita']
arvokas,NHUM,FRML,SG,['arvokkaana']
arvokas,NHUM,FRML,PL,['arvokkaina']
arvokas,NHUM,TRANS,SG,['arvokkaaksi']
arvokas,NHUM,TRANS,PL,['arvokkaiksi']
pitkä,NHUM,NOM,SG,['pitkä']
pitkä,NHUM,NOM,PL,['pitkät']
pitkä,NHUM,ACC,SG,['pitkä']
pitkä,NHUM,ACC,PL,['pitkät']
pitkä,NHUM,GEN,SG,['pitkän']
pitkä,NHUM,GEN,PL,['pitkien']
pitkä,NHUM,PRT,SG,['pitkää']
pitkä,NHUM,PRT,PL,['pitkiä']
pitkä,NHUM,FRML,SG,['pitkänä']
pitkä,NHUM,FRML,PL,['pitkinä']
pitkä,NHUM,TRANS,SG,['pitkäksi']
pitkä,NHUM,TRANS,PL,['pitkiksi']
ruma,NHUM,NOM,SG,['ruma']
ruma,NHUM,NOM,PL,['rumat']
ruma,NHUM,ACC,SG,['ruma']
ruma,NHUM,ACC,PL,['rumat']
ruma,NHUM,GEN,SG,['ruman']
ruma,NHUM,GEN,PL,['rumien']
ruma,NHUM,PRT,SG,['rumaa']
ruma,NHUM,PRT,PL,['rumia']
ruma,NHUM,FRML,SG,['rumana']
ruma,NHUM,FRML,PL,['rumina']
ruma,NHUM,TRANS,SG,['rumaksi']
ruma,NHUM,TRANS,PL,['rumiksi']
lyhyt,NHUM,NOM,SG,['lyhyt']
lyhyt,NHUM,NOM,PL,['lyhyet']
lyhyt,NHUM,ACC,SG,['lyhyt']
lyhyt,NHUM,ACC,PL,['lyhyet']
lyhyt,NHUM,GEN,SG,['lyhyen']
lyhyt,NHUM,GEN,PL,['lyhyiden']
lyhyt,NHUM,PRT,SG,['lyhyttä']
lyhyt,NHUM,PRT,PL,['lyhyitä']
lyhyt,NHUM,FRML,SG,['lyhyenä']
lyhyt,NHUM,FRML,PL,['lyhyinä']
lyhyt,NHUM,TRANS,SG,['lyhyeksi']
lyhyt,NHUM,TRANS,PL,['lyhyiksi']
