base_word,animacy,case,plurality,inflection
ruhtinas,HUM,GEN,SG,['ruhtinaan']
ruhtinas,HUM,GEN,PL,['ruhtinaiden']
ruhtinas,HUM,PRT,SG,['ruhtinasta']
ruhtinas,HUM,PRT,PL,['ruhtinaita']
ruhtinas,HUM,FRML,SG,['ruhtinaana']
ruhtinas,HUM,FRML,PL,['ruhtinaina']
ruhtinas,HUM,TRANS,SG,['ruhtinaaksi']
ruhtinas,HUM,TRANS,PL,['ruhtinaiksi']
jäsen,HUM,NOM,SG,['jäsen']
jäsen,HUM,NOM,PL,['jäsenet']
jäsen,HUM,ACC,SG,['jäsen']
jäsen,HUM,ACC,PL,['jäsenet']
jäsen,HUM,GEN,SG,['jäsenen']
jäsen,HUM,GEN,PL,['jäsenien']
jäsen,HUM,PRT,SG,['jäsentä']
jäsen,HUM,PRT,PL,['jäseniä']
jäsen,HUM,FRML,SG,['jäsenenä']
jäsen,HUM,FRML,PL,['jäseninä']
jäsen,HUM,TRANS,SG,['jäseneksi']
jäsen,HUM,TRANS,PL,['jäseniksi']
tulkki,HUM,NOM,SG,['tulkki']
tulkki,HUM,NOM,PL,['tulkit']
tulkki,HUM,ACC,SG,['tulkki']
tulkki,HUM,ACC,PL,['tulkit']
tulkki,HUM,GEN,SG,['tulkin']
tulkki,HUM,GEN,PL,['tulkkien']
tulkki,HUM,PRT,SG,['tulkkia']
tulkki,HUM,PRT,PL,['tulkkeja']
tulkki,HUM,FRML,SG,['tulkkina']
tulkki,HUM,FRML,PL,['tulkkeina']
tulkki,HUM,TRANS,SG,['tulkiksi']
tulkki,HUM,TRANS,PL,['tulkeiksi']
upseeri,HUM,NOM,SG,['upseeri']
upseeri,HUM,NOM,PL,['upseerit']
upseeri,HUM,ACC,SG,['upseeri']
upseeri,HUM,ACC,PL,['upseerit']
upseeri,HUM,GEN,SG,['upseerin']
upseeri,HUM,GEN,PL,['upseerien']
upseeri,HUM,PRT,SG,['upseeria']
upseeri,HUM,PRT,PL,['upseereita']
upseeri,HUM,FRML,SG,['upseerina']
upseeri,HUM,FRML,PL,['upseereina']
upseeri,HUM,TRANS,SG,['upseeriksi']
upseeri,HUM,TRANS,PL,['upseereiksi']
todistaja,HUM,NOM,SG,['todistaja']
todistaja,HUM,NOM,PL,['todistajat']
todistaja,HUM,ACC,SG,['todistaja']
todistaja,HUM,ACC,PL,['todistajat']
todistaja,HUM,GEN,SG,['todistajan']
todistaja,HUM,GEN,PL,['todistajien']
todistaja,HUM,PRT,SG,['todistajaa']
todistaja,HUM,PRT,PL,['todistajia']
todistaja,HUM,FRML,SG,['todistajana']
todistaja,HUM,FRML,PL,['todistajina']
todistaja,HUM,TRANS,SG,['todistajaksi']
todistaja,HUM,TRANS,PL,['todistajiksi']
taistelija,HUM,NOM,SG,['taistelija']
taistelija,HUM,NOM,PL,['taistelijat']
taistelija,HUM,ACC,SG,['taistelija']
taistelija,HUM,ACC,PL,['taistelijat']
taistelija,HUM,GEN,SG,['taistelijan']
taistelija,HUM,GEN,PL,['taistelijoiden']
taistelija,HUM,PRT,SG,['taistelijaa']
taistelija,HUM,PRT,PL,['taistelijoita']
taistelija,HUM,FRML,SG,['taistelijana']
taistelija,HUM,FRML,PL,['taistelijoina']
taistelija,HUM,TRANS,SG,['taistelijaksi']
taistelija,HUM,TRANS,PL,['taistelijoiksi']
kansalainen,HUM,NOM,SG,['kansalainen']
kansalainen,HUM,NOM,PL,['kansalaiset']
kansalainen,HUM,ACC,SG,['kansalainen']
kansalainen,HUM,ACC,PL,['kansalaiset']
kansalainen,HUM,GEN,SG,['kansalaisen']
kansalainen,HUM,GEN,PL,['kansalaisten']
kansalainen,HUM,PRT,SG,['kansalaista']
kansalainen,HUM,PRT,PL,['kansalaisia']
kansalainen,HUM,FRML,SG,['kansalaisena']
kansalainen,HUM,FRML,PL,['kansalaisina']
kansalainen,HUM,TRANS,SG,['kansalaiseksi']
kansalainen,HUM,TRANS,PL,['kansalaisiksi']
näyttelijä,HUM,NOM,SG,['näyttelijä']
näyttelijä,HUM,NOM,PL,['näyttelijät']
näyttelijä,HUM,ACC,SG,['näyttelijä']
näyttelijä,HUM,ACC,PL,['näyttelijät']
näyttelijä,HUM,GEN,SG,['näyttelijän']
näyttelijä,HUM,GEN,PL,['näyttelijöiden']
näyttelijä,HUM,PRT,SG,['näyttelijää']
näyttelijä,HUM,PRT,PL,['näyttelijöitä']
näyttelijä,HUM,FRML,SG,['näyttelijänä']
näyttelijä,HUM,FRML,PL,['näyttelijöinä']
näyttelijä,HUM,TRANS,SG,['näyttelijäksi']
näyttelijä,HUM,TRANS,PL,['näyttelijöiksi']
matkustaja,HUM,NOM,SG,['matkustaja']
matkustaja,HUM,NOM,PL,['matkustajat']
matkustaja,HUM,ACC,SG,['matkustaja']
matkustaja,HUM,ACC,PL,['matkustajat']
matkustaja,HUM,GEN,SG,['matkustajan']
matkustaja,HUM,GEN,PL,['matkustajien']
matkustaja,HUM,PRT,SG,['matkustajaa']
matkustaja,HUM,PRT,PL,['matkustajia']
matkustaja,HUM,FRML,SG,['matkustajana']
matkustaja,HUM,FRML,PL,['matkustajina']
matkustaja,HUM,TRANS,SG,['matkustajaksi']
matkustaja,HUM,TRANS,PL,['matkustajiksi']
insinööri,HUM,NOM,SG,['insinööri']
insinööri,HUM,NOM,PL,['insinöörit']
insinööri,HUM,ACC,SG,['insinööri']
insinööri,HUM,ACC,PL,['insinöörit']
insinööri,HUM,GEN,SG,['insinöörin']
insinööri,HUM,GEN,PL,['insinöörien']
insinööri,HUM,PRT,SG,['insinööriä']
insinööri,HUM,PRT,PL,['insinöörejä']
insinööri,HUM,FRML,SG,['insinöörinä']
insinööri,HUM,FRML,PL,['insinööreinä']
insinööri,HUM,TRANS,SG,['insinööriksi']
insinööri,HUM,TRANS,PL,['insinööreiksi']
tutkija,HUM,NOM,SG,['tutkija']
tutkija,HUM,NOM,PL,['tutkijat']
tutkija,HUM,ACC,SG,['tutkija']
tutkija,HUM,ACC,PL,['tutkijat']
tutkija,HUM,GEN,SG,['tutkijan']
tutkija,HUM,GEN,PL,['tutkijoiden']
tutkija,HUM,PRT,SG,['tutkijaa']
tutkija,HUM,PRT,PL,['tutkijoita']
tutkija,HUM,FRML,SG,['tutkijana']
tutkija,HUM,FRML,PL,['tutkijoina']
tutkija,HUM,TRANS,SG,['tutkijaksi']
tutkija,HUM,TRANS,PL,['tutkijoiksi']
pelaaja,HUM,NOM,SG,['pelaaja']
pelaaja,HUM,NOM,PL,['pelaajat']
pelaaja,HUM,ACC,SG,['pelaaja']
pelaaja,HUM,ACC,PL,['pelaajat']
pelaaja,HUM,GEN,SG,['pelaajan']
pelaaja,HUM,GEN,PL,['pelaajien']
pelaaja,HUM,PRT,SG,['pelaajaa']
pelaaja,HUM,PRT,PL,['pelaajia']
pelaaja,HUM,FRML,SG,['pelaajana']
pelaaja,HUM,FRML,PL,['pelaajina']
pelaaja,HUM,TRANS,SG,['pelaajaksi']
pelaaja,HUM,TRANS,PL,['pelaajiksi']
veli,HUM,NOM,SG,['veli']
veli,HUM,NOM,PL,['veljet']
veli,HUM,ACC,SG,['veli']
veli,HUM,ACC,PL,['veljet']
veli,HUM,GEN,SG,['veljen']
veli,HUM,GEN,PL,['veljien']
veli,HUM,PRT,SG,['veljeä']
veli,HUM,PRT,PL,['veljiä']
veli,HUM,FRML,SG,['veljenä']
veli,HUM,FRML,PL,['veljinä']
veli,HUM,TRANS,SG,['veljeksi']
veli,HUM,TRANS,PL,['veljiksi']
tutkija,HUM,NOM,SG,['tutkija']
tutkija,HUM,NOM,PL,['tutkijat']
tutkija,HUM,ACC,SG,['tutkija']
tutkija,HUM,ACC,PL,['tutkijat']
tutkija,HUM,GEN,SG,['tutkijan']
tutkija,HUM,GEN,PL,['tutkijoiden']
tutkija,HUM,PRT,SG,['tutkijaa']
tutkija,HUM,PRT,PL,['tutkijoita']
tutkija,HUM,FRML,SG,['tutkijana']
tutkija,HUM,FRML,PL,['tutkijoina']
tutkija,HUM,TRANS,SG,['tutkijaksi']
tutkija,HUM,TRANS,PL,['tutkijoiksi']
